sale_id,product_id,customer_id,sales_date,discount,final_price,sales_rating,product_name,product_price,customer_name,customer_gender
1581,1,59,2024-02-22,0.05,141.55,4.4,Silver Cuban Link Chain 5mm,149,Emma Silva,Male
1582,8,61,2024-12-25,0.05,151.05,4.5,Silver Figaro Chain 5mm,159,Mia Johnson,Male
1583,2,42,2024-07-01,0.0,199.0,4.4,Silver Cuban Link Chain 8mm,199,Olivia Silva,Male
1584,7,51,2024-05-17,0.05,426.55,4.3,14k Gold Rope Chain 5mm,449,Olivia Garcia,Female
1585,2,11,2024-04-25,0.15,169.15,4.1,Silver Cuban Link Chain 8mm,199,Mateo Brown,Female
1586,15,76,2024-04-13,0.0,299.0,4.9,14k Gold Stud Earrings,299,Isabella Lee,Male
1587,7,38,2024-03-02,0.1,404.1,3.7,14k Gold Rope Chain 5mm,449,Emma Smith,Male
1588,13,95,2024-09-20,0.1,494.1,4.2,14k Gold Cuban Link Bracelet 8mm,549,Olivia Smith,Male
1589,9,43,2024-11-26,0.05,569.05,4.9,14k Gold Figaro Chain 7mm,599,Daniel Smith,Female
1590,1,1,2024-12-03,0.15,126.65,4.3,Silver Cuban Link Chain 5mm,149,James Smith,Male
1591,9,94,2024-06-13,0.15,509.15,3.8,14k Gold Figaro Chain 7mm,599,James Smith,Male
1592,8,40,2024-08-06,0.0,159.0,3.8,Silver Figaro Chain 5mm,159,Olivia Wilson,Male
1593,12,97,2024-04-19,0.0,169.0,5.0,Silver Cuban Link Bracelet 8mm,169,Mateo Brown,Male
1594,12,56,2024-05-13,0.2,135.2,4.0,Silver Cuban Link Bracelet 8mm,169,Daniel Smith,Male
1595,1,78,2024-01-27,0.05,141.55,5.0,Silver Cuban Link Chain 5mm,149,Isabella Silva,Male
1596,1,5,2024-09-13,0.1,134.1,4.7,Silver Cuban Link Chain 5mm,149,Daniel Brown,Female
1597,9,92,2024-07-17,0.05,569.05,4.6,14k Gold Figaro Chain 7mm,599,Emma Johnson,Female
1598,11,66,2024-03-03,0.1,584.1,4.4,14k Gold Tennis Bracelet,649,James Lee,Male
1599,3,108,2024-06-30,0.0,499.0,4.3,14k Gold Cuban Link Chain 8mm,499,Lucas Lee,Male
1600,6,87,2024-11-28,0.2,143.2,4.8,Silver Rope Chain 6mm,179,Sophia Wilson,Male
1601,9,3,2024-01-15,0.15,509.15,4.0,14k Gold Figaro Chain 7mm,599,Isabella Smith,Female
1602,10,92,2024-05-14,0.2,151.2,4.3,Silver Tennis Bracelet,189,Emma Johnson,Female
1603,9,53,2024-06-20,0.0,599.0,4.3,14k Gold Figaro Chain 7mm,599,Olivia Martinez,Female
1604,5,25,2024-04-22,0.0,129.0,5.0,Silver Rope Chain 4mm,129,Sophia Garcia,Female
1605,11,109,2024-12-09,0.0,649.0,3.2,14k Gold Tennis Bracelet,649,Sophia Wilson,Female
1606,4,45,2024-10-13,0.05,664.05,4.6,14k Gold Cuban Link Chain 10mm,699,Emma Johnson,Male
1607,12,114,2024-01-02,0.0,169.0,4.0,Silver Cuban Link Bracelet 8mm,169,Sophia Wilson,Female
1608,7,61,2024-09-12,0.05,426.55,5.0,14k Gold Rope Chain 5mm,449,Mia Johnson,Male
1609,2,88,2024-02-28,0.15,169.15,3.8,Silver Cuban Link Chain 8mm,199,Olivia Smith,Male
1610,15,74,2024-11-24,0.0,299.0,4.3,14k Gold Stud Earrings,299,Michael Martinez,Male
1611,6,11,2024-10-02,0.0,179.0,4.3,Silver Rope Chain 6mm,179,Mateo Brown,Female
1612,1,25,2024-12-08,0.0,149.0,4.1,Silver Cuban Link Chain 5mm,149,Sophia Garcia,Female
1613,9,63,2024-08-04,0.1,539.1,5.0,14k Gold Figaro Chain 7mm,599,Emma Smith,Male
1614,5,63,2024-09-11,0.1,116.1,3.4,Silver Rope Chain 4mm,129,Emma Smith,Male
1615,15,42,2024-02-18,0.1,269.1,4.5,14k Gold Stud Earrings,299,Olivia Silva,Male
1616,12,100,2024-09-18,0.1,152.1,4.5,Silver Cuban Link Bracelet 8mm,169,Lucas Smith,Male
1617,3,76,2024-07-09,0.1,449.1,4.7,14k Gold Cuban Link Chain 8mm,499,Isabella Lee,Male
1618,3,2,2024-04-22,0.05,474.05,3.5,14k Gold Cuban Link Chain 8mm,499,Mia Martinez,Male
1619,3,84,2024-05-13,0.0,499.0,4.3,14k Gold Cuban Link Chain 8mm,499,James Smith,Male
1620,15,36,2024-11-18,0.15,254.15,4.8,14k Gold Stud Earrings,299,Isabella Garcia,Male
1621,8,87,2024-11-15,0.0,159.0,4.5,Silver Figaro Chain 5mm,159,Sophia Wilson,Male
1622,6,69,2024-05-27,0.15,152.15,5.0,Silver Rope Chain 6mm,179,Emma Silva,Female
1623,5,61,2024-01-17,0.0,129.0,4.8,Silver Rope Chain 4mm,129,Mia Johnson,Male
1624,15,118,2024-01-12,0.05,284.05,4.4,14k Gold Stud Earrings,299,Daniel Brown,Male
1625,14,16,2024-07-12,0.0,99.0,5.0,Silver Stud Earrings,99,Michael Brown,Male
1626,5,25,2024-04-10,0.15,109.65,4.5,Silver Rope Chain 4mm,129,Sophia Garcia,Female
1627,1,26,2024-08-07,0.05,141.55,4.3,Silver Cuban Link Chain 5mm,149,Mateo Johnson,Female
1628,7,117,2024-08-04,0.1,404.1,4.8,14k Gold Rope Chain 5mm,449,Mia Silva,Male
1629,5,56,2024-06-24,0.05,122.55,5.0,Silver Rope Chain 4mm,129,Daniel Smith,Male
1630,8,25,2024-10-06,0.0,159.0,4.4,Silver Figaro Chain 5mm,159,Sophia Garcia,Female
1631,11,66,2024-08-16,0.0,649.0,4.2,14k Gold Tennis Bracelet,649,James Lee,Male
1632,9,26,2024-10-11,0.05,569.05,4.1,14k Gold Figaro Chain 7mm,599,Mateo Johnson,Female
1633,5,90,2024-01-04,0.15,109.65,4.4,Silver Rope Chain 4mm,129,Lucas Johnson,Female
1634,14,19,2024-10-20,0.05,94.05,4.1,Silver Stud Earrings,99,Daniel Martinez,Male
1635,8,83,2024-07-31,0.05,151.05,3.9,Silver Figaro Chain 5mm,159,Isabella Martinez,Male
1636,14,4,2024-06-28,0.0,99.0,4.7,Silver Stud Earrings,99,Mia Wilson,Female
1637,2,118,2024-11-18,0.0,199.0,3.4,Silver Cuban Link Chain 8mm,199,Daniel Brown,Male
1638,15,40,2024-04-01,0.05,284.05,5.0,14k Gold Stud Earrings,299,Olivia Wilson,Male
1639,3,90,2024-01-12,0.0,499.0,3.7,14k Gold Cuban Link Chain 8mm,499,Lucas Johnson,Female
1640,10,104,2024-04-03,0.15,160.65,3.9,Silver Tennis Bracelet,189,Sophia Wilson,Male
1641,4,60,2024-07-19,0.1,629.1,3.7,14k Gold Cuban Link Chain 10mm,699,Isabella Lee,Male
1642,2,99,2024-01-09,0.05,189.05,4.7,Silver Cuban Link Chain 8mm,199,James Wilson,Male
1643,3,36,2024-03-25,0.1,449.1,4.3,14k Gold Cuban Link Chain 8mm,499,Isabella Garcia,Male
1644,7,119,2024-12-27,0.05,426.55,4.1,14k Gold Rope Chain 5mm,449,Emma Brown,Male
1645,5,60,2024-10-28,0.1,116.1,3.3,Silver Rope Chain 4mm,129,Isabella Lee,Male
1646,15,109,2024-10-22,0.0,299.0,4.4,14k Gold Stud Earrings,299,Sophia Wilson,Female
1647,3,58,2024-12-13,0.05,474.05,4.9,14k Gold Cuban Link Chain 8mm,499,Emma Lee,Female
1648,9,17,2024-10-28,0.05,569.05,4.7,14k Gold Figaro Chain 7mm,599,Emma Brown,Female
1649,9,57,2024-10-13,0.1,539.1,4.4,14k Gold Figaro Chain 7mm,599,James Johnson,Female
1650,4,29,2024-04-24,0.05,664.05,4.1,14k Gold Cuban Link Chain 10mm,699,Olivia Martinez,Male
1651,4,25,2024-10-04,0.1,629.1,3.6,14k Gold Cuban Link Chain 10mm,699,Sophia Garcia,Female
1652,11,94,2024-12-06,0.05,616.55,4.5,14k Gold Tennis Bracelet,649,James Smith,Male
1653,8,20,2024-12-08,0.05,151.05,4.8,Silver Figaro Chain 5mm,159,Lucas Brown,Female
1654,10,76,2024-09-06,0.05,179.55,4.5,Silver Tennis Bracelet,189,Isabella Lee,Male
1655,10,75,2024-02-15,0.05,179.55,3.7,Silver Tennis Bracelet,189,Mia Lee,Male
1656,10,47,2024-04-13,0.05,179.55,4.1,Silver Tennis Bracelet,189,Emma Smith,Male
1657,14,86,2024-09-17,0.0,99.0,4.2,Silver Stud Earrings,99,Olivia Lee,Male
1658,10,76,2024-05-04,0.3,132.3,4.1,Silver Tennis Bracelet,189,Isabella Lee,Male
1659,13,62,2024-05-21,0.1,494.1,4.1,14k Gold Cuban Link Bracelet 8mm,549,Daniel Lee,Female
1660,4,83,2024-12-07,0.2,559.2,5.0,14k Gold Cuban Link Chain 10mm,699,Isabella Martinez,Male
1661,10,28,2024-05-28,0.05,179.55,4.7,Silver Tennis Bracelet,189,Michael Martinez,Female
1662,1,92,2024-12-14,0.0,149.0,3.5,Silver Cuban Link Chain 5mm,149,Emma Johnson,Female
1663,9,78,2024-03-11,0.05,569.05,5.0,14k Gold Figaro Chain 7mm,599,Isabella Silva,Male
1664,11,110,2024-12-25,0.05,616.55,4.1,14k Gold Tennis Bracelet,649,James Brown,Male
1665,11,100,2024-09-22,0.05,616.55,3.8,14k Gold Tennis Bracelet,649,Lucas Smith,Male
1666,8,43,2024-02-01,0.0,159.0,4.6,Silver Figaro Chain 5mm,159,Daniel Smith,Female
1667,15,52,2024-11-28,0.1,269.1,4.4,14k Gold Stud Earrings,299,Daniel Brown,Male
1668,15,11,2024-10-23,0.05,284.05,4.5,14k Gold Stud Earrings,299,Mateo Brown,Female
1669,12,61,2024-02-06,0.0,169.0,3.8,Silver Cuban Link Bracelet 8mm,169,Mia Johnson,Male
1670,9,29,2024-11-01,0.0,599.0,4.5,14k Gold Figaro Chain 7mm,599,Olivia Martinez,Male
1671,10,51,2024-06-12,0.1,170.1,3.7,Silver Tennis Bracelet,189,Olivia Garcia,Female
1672,7,90,2024-07-18,0.15,381.65,3.7,14k Gold Rope Chain 5mm,449,Lucas Johnson,Female
1673,8,68,2024-12-07,0.0,159.0,4.1,Silver Figaro Chain 5mm,159,Michael Garcia,Female
1674,13,60,2024-06-10,0.0,549.0,4.6,14k Gold Cuban Link Bracelet 8mm,549,Isabella Lee,Male
1675,14,59,2024-09-24,0.05,94.05,4.2,Silver Stud Earrings,99,Emma Silva,Male
1676,3,94,2024-11-05,0.15,424.15,3.6,14k Gold Cuban Link Chain 8mm,499,James Smith,Male
1677,6,33,2024-09-01,0.1,161.1,3.7,Silver Rope Chain 6mm,179,Mateo Lee,Male
1678,15,83,2024-05-30,0.0,299.0,4.6,14k Gold Stud Earrings,299,Isabella Martinez,Male
1679,5,15,2024-09-03,0.1,116.1,4.8,Silver Rope Chain 4mm,129,James Johnson,Female
1680,14,74,2024-05-31,0.05,94.05,4.3,Silver Stud Earrings,99,Michael Martinez,Male
1681,3,45,2024-04-30,0.1,449.1,4.7,14k Gold Cuban Link Chain 8mm,499,Emma Johnson,Male
1682,8,95,2024-06-09,0.1,143.1,4.3,Silver Figaro Chain 5mm,159,Olivia Smith,Male
1683,13,95,2024-11-07,0.2,439.2,4.2,14k Gold Cuban Link Bracelet 8mm,549,Olivia Smith,Male
1684,13,87,2024-09-01,0.1,494.1,4.5,14k Gold Cuban Link Bracelet 8mm,549,Sophia Wilson,Male
1685,14,96,2024-07-27,0.2,79.2,4.0,Silver Stud Earrings,99,Lucas Johnson,Male
1686,6,31,2024-05-12,0.1,161.1,5.0,Silver Rope Chain 6mm,179,Isabella Martinez,Female
1687,11,29,2024-11-03,0.05,616.55,5.0,14k Gold Tennis Bracelet,649,Olivia Martinez,Male
1688,11,45,2024-05-21,0.0,649.0,4.7,14k Gold Tennis Bracelet,649,Emma Johnson,Male
1689,4,30,2024-06-26,0.05,664.05,5.0,14k Gold Cuban Link Chain 10mm,699,Emma Brown,Male
1690,2,104,2024-03-19,0.15,169.15,4.2,Silver Cuban Link Chain 8mm,199,Sophia Wilson,Male
1691,6,27,2024-10-25,0.1,161.1,4.6,Silver Rope Chain 6mm,179,Mateo Johnson,Female
1692,2,98,2024-11-21,0.05,189.05,4.6,Silver Cuban Link Chain 8mm,199,Sophia Lee,Male
1693,14,117,2024-03-08,0.0,99.0,4.0,Silver Stud Earrings,99,Mia Silva,Male
1694,5,65,2024-03-20,0.1,116.1,4.2,Silver Rope Chain 4mm,129,Michael Martinez,Male
1695,15,21,2024-10-22,0.1,269.1,4.0,14k Gold Stud Earrings,299,Mateo Wilson,Female
1696,12,8,2024-02-08,0.05,160.55,3.8,Silver Cuban Link Bracelet 8mm,169,James Silva,Female
1697,15,22,2024-02-21,0.2,239.2,3.8,14k Gold Stud Earrings,299,Michael Johnson,Female
1698,7,83,2024-01-01,0.05,426.55,4.8,14k Gold Rope Chain 5mm,449,Isabella Martinez,Male
1699,3,102,2024-12-05,0.1,449.1,4.0,14k Gold Cuban Link Chain 8mm,499,Mateo Garcia,Male
1700,3,28,2024-06-13,0.0,499.0,4.2,14k Gold Cuban Link Chain 8mm,499,Michael Martinez,Female
1701,5,5,2024-03-27,0.15,109.65,3.7,Silver Rope Chain 4mm,129,Daniel Brown,Female
1702,12,112,2024-01-13,0.1,152.1,3.5,Silver Cuban Link Bracelet 8mm,169,Sophia Silva,Female
1703,5,107,2024-03-17,0.0,129.0,4.0,Silver Rope Chain 4mm,129,Olivia Silva,Male
1704,10,30,2024-06-06,0.1,170.1,4.1,Silver Tennis Bracelet,189,Emma Brown,Male
1705,11,33,2024-05-24,0.2,519.2,5.0,14k Gold Tennis Bracelet,649,Mateo Lee,Male
1706,12,108,2024-06-20,0.0,169.0,4.8,Silver Cuban Link Bracelet 8mm,169,Lucas Lee,Male
1707,11,87,2024-01-08,0.0,649.0,4.2,14k Gold Tennis Bracelet,649,Sophia Wilson,Male
1708,5,89,2024-04-25,0.05,122.55,3.8,Silver Rope Chain 4mm,129,Michael Smith,Male
1709,12,24,2024-04-04,0.0,169.0,5.0,Silver Cuban Link Bracelet 8mm,169,Mia Brown,Female
1710,7,44,2024-01-11,0.05,426.55,4.5,14k Gold Rope Chain 5mm,449,James Johnson,Female
1711,6,40,2024-12-01,0.15,152.15,4.7,Silver Rope Chain 6mm,179,Olivia Wilson,Male
1712,7,36,2024-07-15,0.0,449.0,4.3,14k Gold Rope Chain 5mm,449,Isabella Garcia,Male
1713,7,66,2024-05-08,0.0,449.0,5.0,14k Gold Rope Chain 5mm,449,James Lee,Male
1714,15,103,2024-12-01,0.15,254.15,5.0,14k Gold Stud Earrings,299,Mia Wilson,Male
1715,10,41,2024-11-06,0.05,179.55,3.8,Silver Tennis Bracelet,189,Daniel Smith,Male
1716,6,115,2024-11-25,0.0,179.0,3.8,Silver Rope Chain 6mm,179,Daniel Brown,Male
1717,12,106,2024-10-30,0.0,169.0,4.1,Silver Cuban Link Bracelet 8mm,169,Emma Silva,Male
1718,13,89,2024-01-08,0.1,494.1,3.9,14k Gold Cuban Link Bracelet 8mm,549,Michael Smith,Male
1719,3,119,2024-12-22,0.05,474.05,3.1,14k Gold Cuban Link Chain 8mm,499,Emma Brown,Male
1720,5,114,2024-06-29,0.05,122.55,4.6,Silver Rope Chain 4mm,129,Sophia Wilson,Female
1721,12,33,2024-08-24,0.05,160.55,4.0,Silver Cuban Link Bracelet 8mm,169,Mateo Lee,Male
1722,6,13,2024-02-13,0.05,170.05,3.2,Silver Rope Chain 6mm,179,Mateo Johnson,Male
1723,4,62,2024-03-15,0.1,629.1,5.0,14k Gold Cuban Link Chain 10mm,699,Daniel Lee,Female
1724,14,41,2024-05-11,0.05,94.05,3.8,Silver Stud Earrings,99,Daniel Smith,Male
1725,15,62,2024-09-03,0.1,269.1,5.0,14k Gold Stud Earrings,299,Daniel Lee,Female
1726,5,90,2024-02-02,0.05,122.55,3.7,Silver Rope Chain 4mm,129,Lucas Johnson,Female
1727,8,97,2024-05-20,0.05,151.05,3.8,Silver Figaro Chain 5mm,159,Mateo Brown,Male
1728,2,69,2024-12-05,0.0,199.0,4.9,Silver Cuban Link Chain 8mm,199,Emma Silva,Female
1729,2,76,2024-03-11,0.0,199.0,3.7,Silver Cuban Link Chain 8mm,199,Isabella Lee,Male
1730,8,100,2024-01-05,0.1,143.1,4.8,Silver Figaro Chain 5mm,159,Lucas Smith,Male
1731,9,46,2024-09-23,0.0,599.0,4.3,14k Gold Figaro Chain 7mm,599,Isabella Brown,Male
1732,9,93,2024-11-26,0.0,599.0,4.1,14k Gold Figaro Chain 7mm,599,Daniel Smith,Male
1733,14,11,2024-11-11,0.2,79.2,3.4,Silver Stud Earrings,99,Mateo Brown,Female
1734,11,109,2024-08-25,0.2,519.2,4.3,14k Gold Tennis Bracelet,649,Sophia Wilson,Female
1735,11,35,2024-08-01,0.05,616.55,4.5,14k Gold Tennis Bracelet,649,Mia Smith,Male
1736,11,5,2024-09-09,0.05,616.55,4.7,14k Gold Tennis Bracelet,649,Daniel Brown,Female
1737,11,34,2024-08-06,0.0,649.0,4.3,14k Gold Tennis Bracelet,649,James Wilson,Male
1738,1,77,2024-09-11,0.1,134.1,4.5,Silver Cuban Link Chain 5mm,149,Lucas Smith,Male
1739,10,97,2024-05-08,0.0,189.0,4.5,Silver Tennis Bracelet,189,Mateo Brown,Male
1740,14,51,2024-03-28,0.0,99.0,4.4,Silver Stud Earrings,99,Olivia Garcia,Female
1741,3,66,2024-02-12,0.2,399.2,3.8,14k Gold Cuban Link Chain 8mm,499,James Lee,Male
1742,6,12,2024-11-28,0.05,170.05,5.0,Silver Rope Chain 6mm,179,Isabella Brown,Male
1743,9,106,2024-11-30,0.05,569.05,3.8,14k Gold Figaro Chain 7mm,599,Emma Silva,Male
1744,8,74,2024-08-31,0.15,135.15,4.3,Silver Figaro Chain 5mm,159,Michael Martinez,Male
1745,8,62,2024-11-12,0.1,143.1,4.7,Silver Figaro Chain 5mm,159,Daniel Lee,Female
1746,10,79,2024-11-14,0.15,160.65,4.4,Silver Tennis Bracelet,189,Isabella Brown,Male
1747,2,59,2024-07-21,0.0,199.0,3.5,Silver Cuban Link Chain 8mm,199,Emma Silva,Male
1748,10,41,2024-05-29,0.15,160.65,4.0,Silver Tennis Bracelet,189,Daniel Smith,Male
1749,15,39,2024-12-16,0.15,254.15,4.8,14k Gold Stud Earrings,299,Olivia Smith,Male
1750,7,80,2024-10-15,0.0,449.0,5.0,14k Gold Rope Chain 5mm,449,Isabella Silva,Male
1751,6,90,2024-07-31,0.0,179.0,3.5,Silver Rope Chain 6mm,179,Lucas Johnson,Female
1752,9,77,2024-10-17,0.1,539.1,5.0,14k Gold Figaro Chain 7mm,599,Lucas Smith,Male
1753,14,71,2024-09-16,0.1,89.1,4.3,Silver Stud Earrings,99,Mateo Johnson,Male
1754,9,101,2024-07-16,0.0,599.0,4.3,14k Gold Figaro Chain 7mm,599,Daniel Martinez,Male
1755,13,27,2024-01-22,0.15,466.65,3.3,14k Gold Cuban Link Bracelet 8mm,549,Mateo Johnson,Female
1756,5,29,2024-04-21,0.05,122.55,4.2,Silver Rope Chain 4mm,129,Olivia Martinez,Male
1757,1,40,2024-06-09,0.1,134.1,3.6,Silver Cuban Link Chain 5mm,149,Olivia Wilson,Male
1758,11,59,2024-04-10,0.05,616.55,3.9,14k Gold Tennis Bracelet,649,Emma Silva,Male
1759,2,26,2024-12-27,0.0,199.0,4.4,Silver Cuban Link Chain 8mm,199,Mateo Johnson,Female
1760,13,15,2024-07-30,0.0,549.0,4.5,14k Gold Cuban Link Bracelet 8mm,549,James Johnson,Female
1761,5,113,2024-06-18,0.0,129.0,3.8,Silver Rope Chain 4mm,129,Lucas Smith,Female
1762,2,38,2024-05-04,0.1,179.1,3.5,Silver Cuban Link Chain 8mm,199,Emma Smith,Male
1763,13,86,2024-03-17,0.1,494.1,4.0,14k Gold Cuban Link Bracelet 8mm,549,Olivia Lee,Male
1764,15,77,2024-11-26,0.1,269.1,4.4,14k Gold Stud Earrings,299,Lucas Smith,Male
1765,4,81,2024-04-11,0.0,699.0,3.8,14k Gold Cuban Link Chain 10mm,699,Emma Martinez,Female
1766,8,43,2024-04-20,0.1,143.1,4.7,Silver Figaro Chain 5mm,159,Daniel Smith,Female
1767,4,49,2024-12-26,0.2,559.2,3.2,14k Gold Cuban Link Chain 10mm,699,Mateo Smith,Male
1768,5,118,2024-11-06,0.1,116.1,4.4,Silver Rope Chain 4mm,129,Daniel Brown,Male
1769,11,79,2024-12-17,0.05,616.55,4.6,14k Gold Tennis Bracelet,649,Isabella Brown,Male
1770,12,96,2024-04-03,0.3,118.3,5.0,Silver Cuban Link Bracelet 8mm,169,Lucas Johnson,Male
1771,11,57,2024-01-19,0.15,551.65,4.2,14k Gold Tennis Bracelet,649,James Johnson,Female
1772,9,66,2024-09-08,0.05,569.05,3.5,14k Gold Figaro Chain 7mm,599,James Lee,Male
1773,10,47,2024-02-14,0.0,189.0,5.0,Silver Tennis Bracelet,189,Emma Smith,Male
1774,7,36,2024-09-08,0.15,381.65,3.7,14k Gold Rope Chain 5mm,449,Isabella Garcia,Male
1775,13,97,2024-12-28,0.0,549.0,3.5,14k Gold Cuban Link Bracelet 8mm,549,Mateo Brown,Male
1776,12,118,2024-07-17,0.0,169.0,4.4,Silver Cuban Link Bracelet 8mm,169,Daniel Brown,Male
1777,6,115,2024-05-13,0.05,170.05,4.4,Silver Rope Chain 6mm,179,Daniel Brown,Male
1778,11,87,2024-06-24,0.0,649.0,4.5,14k Gold Tennis Bracelet,649,Sophia Wilson,Male
1779,8,102,2024-11-19,0.05,151.05,4.0,Silver Figaro Chain 5mm,159,Mateo Garcia,Male
1780,5,97,2024-12-23,0.0,129.0,5.0,Silver Rope Chain 4mm,129,Mateo Brown,Male
1781,9,24,2024-04-20,0.15,509.15,4.5,14k Gold Figaro Chain 7mm,599,Mia Brown,Female
1782,9,84,2024-02-13,0.05,569.05,5.0,14k Gold Figaro Chain 7mm,599,James Smith,Male
1783,4,93,2024-11-14,0.0,699.0,3.6,14k Gold Cuban Link Chain 10mm,699,Daniel Smith,Male
1784,15,110,2024-12-18,0.15,254.15,3.6,14k Gold Stud Earrings,299,James Brown,Male
1785,13,87,2024-12-14,0.1,494.1,4.4,14k Gold Cuban Link Bracelet 8mm,549,Sophia Wilson,Male
1786,5,58,2024-07-26,0.1,116.1,4.3,Silver Rope Chain 4mm,129,Emma Lee,Female
1787,6,6,2024-07-03,0.0,179.0,4.7,Silver Rope Chain 6mm,179,Emma Brown,Male
1788,7,87,2024-11-18,0.05,426.55,4.8,14k Gold Rope Chain 5mm,449,Sophia Wilson,Male
1789,5,85,2024-05-15,0.15,109.65,4.6,Silver Rope Chain 4mm,129,Daniel Johnson,Female
1790,15,120,2024-10-12,0.15,254.15,4.3,14k Gold Stud Earrings,299,Isabella Smith,Female
1791,1,62,2024-05-21,0.1,134.1,4.0,Silver Cuban Link Chain 5mm,149,Daniel Lee,Female
1792,1,114,2024-12-19,0.05,141.55,3.7,Silver Cuban Link Chain 5mm,149,Sophia Wilson,Female
1793,10,79,2024-04-22,0.2,151.2,4.1,Silver Tennis Bracelet,189,Isabella Brown,Male
1794,1,74,2024-06-24,0.05,141.55,4.3,Silver Cuban Link Chain 5mm,149,Michael Martinez,Male
1795,1,91,2024-04-27,0.05,141.55,4.5,Silver Cuban Link Chain 5mm,149,Michael Brown,Male
1796,2,24,2024-07-24,0.2,159.2,4.4,Silver Cuban Link Chain 8mm,199,Mia Brown,Female
1797,5,116,2024-03-16,0.05,122.55,5.0,Silver Rope Chain 4mm,129,Michael Silva,Male
1798,8,65,2024-01-02,0.0,159.0,4.9,Silver Figaro Chain 5mm,159,Michael Martinez,Male
1799,1,31,2024-08-26,0.1,134.1,5.0,Silver Cuban Link Chain 5mm,149,Isabella Martinez,Female
1800,2,28,2024-12-12,0.05,189.05,4.4,Silver Cuban Link Chain 8mm,199,Michael Martinez,Female
1801,13,109,2024-08-23,0.1,494.1,4.9,14k Gold Cuban Link Bracelet 8mm,549,Sophia Wilson,Female
1802,14,63,2024-06-11,0.0,99.0,4.5,Silver Stud Earrings,99,Emma Smith,Male
1803,3,119,2024-06-25,0.0,499.0,4.2,14k Gold Cuban Link Chain 8mm,499,Emma Brown,Male
1804,10,110,2024-05-31,0.05,179.55,4.5,Silver Tennis Bracelet,189,James Brown,Male
1805,10,59,2024-03-16,0.0,189.0,4.5,Silver Tennis Bracelet,189,Emma Silva,Male
1806,8,78,2024-05-16,0.05,151.05,4.5,Silver Figaro Chain 5mm,159,Isabella Silva,Male
1807,13,118,2024-10-08,0.1,494.1,4.3,14k Gold Cuban Link Bracelet 8mm,549,Daniel Brown,Male
1808,12,110,2024-09-17,0.0,169.0,3.8,Silver Cuban Link Bracelet 8mm,169,James Brown,Male
1809,3,40,2024-03-11,0.05,474.05,4.4,14k Gold Cuban Link Chain 8mm,499,Olivia Wilson,Male
1810,9,97,2024-08-09,0.05,569.05,4.7,14k Gold Figaro Chain 7mm,599,Mateo Brown,Male
1811,4,109,2024-10-17,0.0,699.0,4.5,14k Gold Cuban Link Chain 10mm,699,Sophia Wilson,Female
1812,5,83,2024-10-07,0.15,109.65,4.2,Silver Rope Chain 4mm,129,Isabella Martinez,Male
1813,5,15,2024-12-24,0.15,109.65,4.8,Silver Rope Chain 4mm,129,James Johnson,Female
1814,5,49,2024-09-11,0.05,122.55,3.3,Silver Rope Chain 4mm,129,Mateo Smith,Male
1815,12,39,2024-10-27,0.0,169.0,5.0,Silver Cuban Link Bracelet 8mm,169,Olivia Smith,Male
1816,13,86,2024-06-23,0.1,494.1,3.5,14k Gold Cuban Link Bracelet 8mm,549,Olivia Lee,Male
1817,11,108,2024-02-14,0.05,616.55,4.4,14k Gold Tennis Bracelet,649,Lucas Lee,Male
1818,12,87,2024-11-23,0.05,160.55,4.7,Silver Cuban Link Bracelet 8mm,169,Sophia Wilson,Male
1819,14,85,2024-11-19,0.05,94.05,4.8,Silver Stud Earrings,99,Daniel Johnson,Female
1820,11,33,2024-07-16,0.0,649.0,4.7,14k Gold Tennis Bracelet,649,Mateo Lee,Male
1821,6,110,2024-08-12,0.05,170.05,3.7,Silver Rope Chain 6mm,179,James Brown,Male
1822,6,76,2024-06-04,0.1,161.1,4.9,Silver Rope Chain 6mm,179,Isabella Lee,Male
1823,3,30,2024-07-29,0.1,449.1,4.0,14k Gold Cuban Link Chain 8mm,499,Emma Brown,Male
1824,5,83,2024-12-28,0.1,116.1,2.8,Silver Rope Chain 4mm,129,Isabella Martinez,Male
1825,11,25,2024-10-18,0.15,551.65,4.7,14k Gold Tennis Bracelet,649,Sophia Garcia,Female
1826,12,62,2024-03-11,0.15,143.65,3.7,Silver Cuban Link Bracelet 8mm,169,Daniel Lee,Female
1827,13,87,2024-12-24,0.0,549.0,2.9,14k Gold Cuban Link Bracelet 8mm,549,Sophia Wilson,Male
1828,1,53,2024-05-04,0.2,119.2,3.8,Silver Cuban Link Chain 5mm,149,Olivia Martinez,Female
1829,10,17,2024-08-30,0.05,179.55,3.7,Silver Tennis Bracelet,189,Emma Brown,Female
1830,15,13,2024-11-09,0.05,284.05,3.9,14k Gold Stud Earrings,299,Mateo Johnson,Male
1831,1,84,2024-03-23,0.05,141.55,4.2,Silver Cuban Link Chain 5mm,149,James Smith,Male
1832,12,39,2024-06-27,0.1,152.1,4.1,Silver Cuban Link Bracelet 8mm,169,Olivia Smith,Male
1833,13,46,2024-09-25,0.05,521.55,5.0,14k Gold Cuban Link Bracelet 8mm,549,Isabella Brown,Male
1834,4,79,2024-07-29,0.0,699.0,4.7,14k Gold Cuban Link Chain 10mm,699,Isabella Brown,Male
